병/의원명,전화번호,주 소 지 정보,위도,경도
연세편안의원,031-962-5087,"경기도 고양시 덕양구 고양대로 1365, (성사동) 1층 일부호",37.6549827087,126.8359624008
연세편한내과의원,031-573-5111,"경기도 구리시 갈매중앙로 91, (갈매동, 한덕프라자) 302호",37.6327441535,127.1176505549
연세푸르른내과의원,031-772-0163,"경기도 양평군 양평읍 역전길 24, (오성프라자) 402호",37.4922363658,127.4910562339
연세푸르른소아청소년과의원,031-772-0173,"경기도 양평군 양평읍 역전길 24, (오성프라자) 3층(401호)",37.4922363658,127.4910562339
연세프라임병원,031-283-7533,"경기도 용인시 기흥구 용구대로 2355, (마북동, 용인프라임병원) ",37.2967488045,127.1088556460
연세프라임이비인후과의원,031-8003-5075,"경기도 화성시 동탄솔빛로 64, (반송동)  가희프라자2 302호,506일부호 ",37.1942134181,127.0746970393
연세프렌즈소아청소년과의원,031-755-5585,"경기도 성남시 수정구 수정로 179-1, (태평동) 2층",37.4435681590,127.1398251161
연세하나병원,031-1577-4558,"경기도 김포시 김포대로 709, (풍무동) 퍼스트블루 2,3,4층",37.6122466597,126.7318476902
연세한빛외과의원,031-664-7525,"경기도 평택시 서정역로36번길 24-10, (이충동) ",37.0570743996,127.0570333825
연세한사랑의원,031-233-0975,"경기도 수원시 권선구 권선로 532, (세류동) 2층",37.2631429205,127.0096836677
연세한사랑의원,032-326-7585,"경기도 부천시 도약로 33, (상동, 늘푸른상가) 2층",37.5126167094,126.7531681579
연세해맑은소아청소년과의원,031-291-4288,"경기도 수원시 권선구 삼천병마로1598번길 32, (오목천동, 대유빌딩) 302호",37.2457321400,126.9652935421
연세해맑은소아청소년과의원,032-342-5199,"경기도 부천시 범안로 117, (범박동, 현대리치모아) 411호",37.4712171914,126.8095872598
연세해피이비인후과의원,031-723-6789,"경기도 성남시 수정구 산성대로 241, (신흥동) 5층",37.4399282536,127.1440910641
연세행복한산부인과의원,031-751-9696,"경기도 성남시 수정구 수정로 106, (수진동)  SR프라자 502-1호 ",37.4407300685,127.1322180803
연세허브가정의학과의원,031-647-6090,"경기도 평택시 평택5로 191, (비전동) 3층",36.9965077822,127.1027195684
연세혜인내과의원,031-254-8254,"경기도 수원시 팔달구 매산로 30-1, (매산로2가) 2층",37.2677357406,127.0047855317
연세호수이비인후과의원,031-374-0998,"경기도 화성시 동탄순환대로 127-9, (산척동) 우성애비뉴타워 502~504호",37.1665533226,127.1072807295
연세황내과의원,031-564-7100,"경기도 구리시 동구릉로85번길 9, (인창동, 동원베네스트아파트상가) 2층",37.6080592336,127.1333550691
연세휴내과의원,031-831-8524,"경기도 화성시 동탄순환대로20길 124, (목동) 우성스타파크A동 5층 501~505호",37.1826525526,127.1246944694
연소아청소년과의원,070-4200-2020,"경기도 안양시 동안구 관악대로 387, (관양동) 201호",37.4049322593,126.9658216868
연원푸른의원,031-284-3456,"경기도 용인시 기흥구 연원로 39, (마북동, 대현빌딩) 2층",37.3019569005,127.1105880853
연천고려의원,031-834-6004,경기도 연천군 연천읍 연천역로 1 ,38.1016505258,127.0753553507
연풍의원,031-953-2004,경기도 파주시 파주읍 혜음로 1696-2  ,37.8290181127,126.8403426336
연합뉴소아청소년과의원,02-2689-0114,"경기도 광명시 오리로 853, (철산동, 광덕빌딩) 3층",37.4745042463,126.8665921607
연합외과의원,031-355-8850,"경기도 화성시 남양읍 남양성지로 147, 103,204호",37.2098414906,126.8190552894
연합한강내과의원,031-986-6990,"경기도 김포시 김포한강8로 378, (구래동)  303호 ",37.6436586770,126.6270101746
연화복지의원,031-844-1080,"경기도 의정부시 가능로152번길 29, (의정부동) 1층",37.7456299796,127.0482099165
열린내과의원,031-404-7533,"경기도 시흥시 대은로 100, (은행동, 넥스타운주상복합아파트) 2층",37.4452891261,126.7993857331
열린내과의원,031-743-8275,"경기도 성남시 중원구 희망로 335, (상대원동)  1층 ",37.4357906745,127.1579365051
열린내과의원,031-877-9975,"경기도 의정부시 호동로 67, (호원동, 화성프라자) 304호",37.7279310712,127.0433025727
열린메디의원,031-874-1324,"경기도 의정부시 의정로 155, (가능동) 대광빌딩 2층, 열린메디의원",37.7468179856,127.0343487733
열린산부인과의원,031-405-3572,"경기도 안산시 단원구 선부광장1로 22, (선부동, 한우리크리닉센타)  3층,4층 ",37.3359875759,126.8077439387
열린성모이비인후과의원,031-527-0108,"경기도 구리시 갈매중앙로 91, (갈매동, 한덕프라자) 3층 4호",37.6327441535,127.1176505549
열린성모이비인후과의원,031-653-8275,"경기도 평택시 동삭1로22번길 19-21, (동삭동) 3층 302호",37.0208984748,127.0932608193
열린성모이비인후과의원,031-8015-0098,"경기도 화성시 동탄원천로 163, (반송동) 위너스타 5층 507-1호",37.2073672433,127.0736843106
열린성모이비인후과의원,031-963-0045,"경기도 고양시 일산동구 위시티4로 46, (식사동, 위시티일산자이2단지아파트 상가 301호) ",37.6841360946,126.8145837020
열린연합의원,031-322-8876,"경기도 용인시 처인구 중부대로 1154, (삼가동, 인앤인프라자)  203호 ",37.2393303720,127.1733231381
열린의원,031-296-7579,"경기도 수원시 권선구 삼천병마로 1581, (오목천동) ",37.2438806392,126.9633875219
열린이비인후과의원,031-261-5075,"경기도 용인시 수지구 수지로 124, (성복동) 성복스퀘어/근린생활시설 306호~308호",37.3126471850,127.0798509500
열린이비인후과의원,031-318-7275,"경기도 시흥시 월곶중앙로70번길 3, (월곶동) 1층 117호",37.3896125290,126.7381717522
열린이비인후과의원,031-567-2588,"경기도 구리시 경춘로227번길 14, (인창동, 상원빌딩) 303호",37.6013088577,127.1401061003
열린이비인후과의원,031-712-0575,"경기도 성남시 분당구 성남대로 32, (구미동, 보명프라자) 201호",37.3386592060,127.1093467272
열린이비인후과의원,031-754-7979,"경기도 성남시 중원구 양현로 469, (여수동) 가람빌딩 402호 열린이비인후과",37.4169719594,127.1343927816
열린이비인후과의원,031-867-2227,"경기도 양주시 회천남로 88, (옥정동, M타워) 402호",37.8185483098,127.0927953929
열린이비인후과의원,031-922-9797,"경기도 고양시 일산서구 일현로 56, (탄현동, 삼정프라자) 304호",37.6919282454,126.7637215311
열린이비인후과의원,031-982-8575,"경기도 김포시 중봉로 9, (감정동, 주연메디칼) 3층",37.6233113272,126.6971517856
열린정형외과의원,031-973-7575,"경기도 고양시 덕양구 화중로 54, (화정동)  서일빌딩 2층 ",37.6319757367,126.8307282708
열린정형외과의원,031-996-9499,"경기도 김포시 태장로 800, (장기동) 현대메디컬프라자 3층",37.6380960730,126.6784502693
염광의원,031-572-2222,"경기도 남양주시 퇴계원읍 퇴계원로 117, 117",37.6566179584,127.1436098770
염이비인후과의원,031-484-2637,"경기도 안산시 단원구 고잔1길 16, (고잔동, 중앙마케이트) 401호",37.3180269775,126.8351654642
염정형외과의원,031-875-2521,"경기도 의정부시 시민로 130-1, (의정부동) 1층",37.7379413854,127.0495014434
영내과의원,070-5066-6317,"경기도 의왕시 포일세거리로 3, (포일동, 파레사타워) 3층",37.3959936680,126.9847413737
영양산부인과의원,031-253-6602,"경기도 수원시 장안구 연무로 53, (연무동)  ",37.2955276935,127.0256485015
영재소아청소년과의원,031-973-8575,"경기도 고양시 덕양구 화중로 76, (화정동, 대감빌딩) 404호",37.6339356817,126.8311283913
영제의원,031-652-8401,"경기도 평택시 중앙로 7-1, (통복동) ",36.9955728027,127.0841994606
영진연합의원,032-663-3058,"경기도 부천시 원미로 114, (원미동) 2층",37.4927536990,126.7911862890
영통성모이비인후과의원,031-206-3434,"경기도 수원시 영통구 덕영대로 1525, (영통동) 4층",37.2462189592,127.0578110672
영통성모정형외과의원,031-204-7474,"경기도 수원시 영통구 덕영대로 1525, (영통동) 2층",37.2462189592,127.0578110672
영통아이언소아청소년과의원,031-548-2925,"경기도 수원시 영통구 영통로154번길 74, (망포동)  101호, 102호일부호 ",37.2413127338,127.0596969936
영통연세가정의학과의원,031-206-7510,"경기도 수원시 영통구 영통로90번길 4-2, (망포동) ",37.2373805457,127.0601011764
예가정의학과의원,031-376-6300,"경기도 오산시 수청로 201, (금암동, 센타프라자) 402호",37.1763973707,127.0445216141
예나산부인과의원,031-730-2018,"경기도 성남시 수정구 산성대로 331, (신흥동, 한신프라자)  203호 ",37.4437411112,127.1528146613
예담의원,031-764-5588,경기도 광주시 퇴촌면 광동로 49 ,37.4706531328,127.3082742869
예담이비인후과의원,031-263-9075,"경기도 용인시 수지구 성복2로 162, (성복동, 성동마을엘지빌리지6차아파트) 상가동 1층 111~112호",37.3175643337,127.0689168644
예사랑가정의원,031-841-9969,"경기도 의정부시 능곡로 24, (신곡동, 성원아파트상가) 202~6호",37.7400131479,127.0596561390
예스연세의원,031-595-8648,"경기도 구리시 이문안로 101, (수택동)  2층 1호 ",37.5919108059,127.1428856761
예스연합의원,031-851-1075,"경기도 의정부시 용민로 401, (낙양동) 2층 201,202호",37.7555699328,127.1128952388
예스재활의학과의원,031-423-8875,"경기도 의왕시 포일세거리로 3, (포일동, 파레사타워)  404호 ",37.3959936680,126.9847413737
예쓰요양병원,031-864-5500,"경기도 양주시 회정로109번길 7-20, (덕정동)  ",37.8379947321,127.0639272769
예원이비인후과의원,031-733-1766,"경기도 성남시 중원구 산성대로 352, (중앙동, 장안빌딩) 3층 301호",37.4438028833,127.1555371874
예의원,02-2625-7588,"경기도 광명시 도덕공원로 21, (철산동) 2,3층",37.4709384245,126.8657295156
예이비인후과의원,031-8023-5800,"경기도 성남시 분당구 운중로 118, (운중동, 스타타워) 402,403일부호",37.3913775898,127.0760609008
예인이비인후과의원,031-423-2345,"경기도 안양시 동안구 흥안대로 519, (관양동, 아이퍼스트타워) 301호",37.4003161628,126.9761634083
예일내과의원,031-281-5575,"경기도 용인시 기흥구 중부대로 364, (신갈동) ",37.2712521129,127.1074749895
예일산부인과의원,031-656-3885,"경기도 평택시 중앙로 146-1, (합정동) ",36.9922052474,127.0991688800
예일항외과의원,031-840-8275,"경기도 의정부시 평화로 540, (의정부동)  5층 502호 ",37.7400760419,127.0477800683
예임정형외과의원,031-283-5535,"경기도 용인시 기흥구 구성로39번길 3, (마북동, 리딩프라자) 3층",37.2951515448,127.1134521509
예진산부인과의원,031-431-1134,"경기도 시흥시 정왕대로 78, (정왕동, B동 306호, 407호, 408호) ",37.3532657152,126.7250334771
예플러스이비인후과의원,031-405-6799,"경기도 안산시 단원구 원포공원1로 49, (초지동) 태영타운 308,309일부,314,315호",37.3024487409,126.8123051986
오관수의원,031-774-7033,"경기도 양평군 양평읍 시민로 36, 중앙빌딩 2층",37.4900625772,127.4957684770
오남강내과의원,031-527-7533,"경기도 남양주시 오남읍 진건오남로 511, (강남상가) 203호",37.6797734731,127.2091684504
오남제일의원,031-575-5533,"경기도 남양주시 오남읍 진건오남로797번길 6, 2층",37.6983445113,127.2023308099
오내과의원,02-2611-2600,"경기도 광명시 오리로 801, (하안동, e편한세상센트레빌아파트) 가상가동 3층 301호",37.4695450122,126.8681295507
오내과의원,031-392-2811,"경기도 군포시 번영로 502, (금정동, 역사상가 502,503,506,506-1호) ",37.3576017996,126.9334141107
오내과의원,031-454-0830,"경기도 안양시 동안구 흥안대로 127, (호계동, 덕장빌딩) 2층",37.3708764500,126.9589726448
오내과의원,031-554-0137,"경기도 구리시 이문안로 70, (수택동) 401호",37.5921482697,127.1389934364
오늘은안아픈의원,031-376-7578,"경기도 오산시 세마문학로 50, (지곶동, e편한세상) 아파트 단지내 상가 2층 201, 202호",37.1684339671,127.0258856199
오산고려내과의원,031-372-5868,"경기도 오산시 궐리사로 57, (궐동, 서윤빌딩)  2,3층 ",37.1595209446,127.0587739666
오산다원의료소비자생활협동조합 오산내과의원,031-8055-3692,"경기도 오산시 경기대로 189, (원동) 7,8층",37.1417853036,127.0730355952
오산산부인과의원,031-831-8229,"경기도 오산시 경기대로 154, (원동, 패션폴라리스) 5층",37.1384938436,127.0738675465
오산세종병원,031-1670-8971,"경기도 오산시 오산로 8, (갈곶동) ",37.1276057620,127.0672209976
오산시민의원,031-378-6402,"경기도 오산시 오산로 235, (오산동, 이효리빌딩) 3층",37.1479820279,127.0682766362
오산한국병원,031-379-8300,"경기도 오산시 밀머리로1번길 16, (원동) ",37.1413399848,127.0755038022
오산현대의원,031-377-7009,"경기도 오산시 운암로 92, (부산동, 오산운암3단지주공아파트) 206호",37.1544230409,127.0778251157
오성욱의원,02-899-7577,"경기도 광명시 하안로 180, (소하동) 2층",37.4534007686,126.8878419156
오성주내과의원,031-555-1121,"경기도 남양주시 미금로 194-1, (도농동, 부영그린타운분산상가동) 203-1호",37.6134244699,127.1617251071
오앤유내과영상의학과의원,031-665-0852,"경기도 평택시 이충로35번길 20-9, (이충동, 이충센타프라자) 2층",37.0603508358,127.0664704858
오월희망의원,031-225-7777,"경기도 수원시 권선구 경수대로 358, (권선동) ",37.2583216769,127.0234532550
